X2016.11.02,X2016.12.01,X2017.01.01,X2017.02.01,X2017.03.01,X2017.04.01,X2017.05.01,X2017.06.01,X2017.07.01,X2017.08.01,X2017.09.01,X2017.10.01,X2017.11.01,X2017.12.01,X2018.01.01,pt_misura$Site
0.3688680662909586,0.2922447382817777,0.24488747098974967,0.24892096131454025,0.2849235525877958,0.3160765467818533,0.28038707099268945,0.22949293435791904,0.2025692051883494,0.20481672173554308,0.23407441281368224,0.25577201254749565,0.23700594964824365,0.19366864380792956,0.16907987982725328,RI
0.518343022398356,0.45687853860653055,0.4209314093077924,0.4234169793162642,0.46017635053834,0.5294795335181015,0.5622010618279882,0.5417696476656165,0.4975580895940463,0.4939851534821219,0.527601097557841,0.5334188863635063,0.4836115313030906,0.40158947313067606,0.35156698623872074,MA
0.16394252458318942,0.1621412018637599,0.15554885764995663,0.1533609323998082,0.15220280291938806,0.15112491161694044,0.1467530855265746,0.14249289664834486,0.14216422105713164,0.14883136111351078,0.1616434609085995,0.1678640924429976,0.16780332930380804,0.14653088801703548,0.12669666222294024,FA
0.19318217800758863,0.17657528302214784,0.16752745227181706,0.1679368998598436,0.17353653545416464,0.18391022421205525,0.18744003974522153,0.1850578493663463,0.18512341046663025,0.18248014070592747,0.18955556976062984,0.1973055384079016,0.19376311755214615,0.17021977671839553,0.1428634009042949,GI
0.4377373684729848,0.3990942202295576,0.37555940185274395,0.3693575223428862,0.36919424120868954,0.3890130946465901,0.4069535934925079,0.41866515087229866,0.4459435651983534,0.465063636302948,0.49971008138997214,0.47388096341065,0.44723275252750944,0.3752808010578155,0.33891936366047176,FR
0.22538374110093612,0.20913111183431335,0.18458843374186,0.1812587827671348,0.19298944816129343,0.21121199768699775,0.2079255287133267,0.20407617503232348,0.21126151992089187,0.2066309666548845,0.2204714745879592,0.21889698581006167,0.18993400320020937,0.15558196393069235,0.13346473061429104,CB
0.41496659731813546,0.4125980992665,0.3892144134171821,0.3840542620304844,0.39336691567695686,0.4184880935340778,0.42451270648289,0.40611192290724696,0.38832169993855487,0.3988748693988584,0.4318843368312408,0.4242513059456458,0.4162916762690092,0.38575601554208105,0.3670011944908263,PI
0.31403888554986065,0.3129986046173469,0.30184837818333055,0.29570685545575687,0.29078916233428365,0.2835520413293186,0.2671335306663753,0.25090131600642335,0.2488585988569526,0.251330450093946,0.2791144243706871,0.2960134731740925,0.3034544230215043,0.29339449692455083,0.2628938476951366,BR
0.15511652737074266,0.14771621781800476,0.14312171157981668,0.14665203728313958,0.16026421715106282,0.18577847185943808,0.1985406592381852,0.19663199470511503,0.19120652111513273,0.18547501793929508,0.19030353786689896,0.18265428104570933,0.17074894842824764,0.15213984908136938,0.11714445845223964,AR
0.0792920452696029,0.08340937688656022,0.08225550807775617,0.08148922191965098,0.08146289176969773,0.08210888024617385,0.08220952651594668,0.08486265659027695,0.09694107515687618,0.10031497025474734,0.10008920752914416,0.0980538666958926,0.09236660650312212,0.07925888281477066,0.05656984742230202,CR
0.39942718100068825,0.3838499264419079,0.3741424420050212,0.3740298875740597,0.3790959707753999,0.38948736152478625,0.3974495393037796,0.3971051340443747,0.38829210008893694,0.3815605616995266,0.40131177991628647,0.4091261477981295,0.405256845418896,0.3818042289784976,0.35913801962775843,HG
0.4009771609528997,0.37381296780431406,0.3569211819391141,0.354164708191636,0.35917355325715294,0.3891489366176485,0.4173262588594152,0.4225797608666037,0.4173333601191126,0.42482175412534295,0.4564842608297008,0.4525613535580964,0.4262901808338604,0.37643688334815806,0.3411832121682578,SA
0.27271542157445633,0.3095499268387045,0.29335531041026114,0.28643362551927565,0.29659634281482017,0.31287738357271466,0.31228458183152336,0.2892495920402663,0.27013287855046136,0.2866230518051556,0.31025229671171733,0.320599845881973,0.33694549671241214,0.3021291725550379,0.26760054641137165,PV
0.5739888510557526,0.5625638722873932,0.5364292714349385,0.5427517833489945,0.5910203481020209,0.6577606717301481,0.6519827211702336,0.6109697064540905,0.5917341371155318,0.6144574540953397,0.6653555496777902,0.6677335727148216,0.6181310665840544,0.5310101151133383,0.4785851573561157,LG
