X2016.11.02,X2016.12.01,X2017.01.01,X2017.02.01,X2017.03.01,X2017.04.01,X2017.05.01,X2017.06.01,X2017.07.01,X2017.08.01,X2017.09.01,X2017.10.01,X2017.11.01,X2017.12.01,X2018.01.01,,pt_misura$Site
0.3609047318386495,0.22941817188073477,0.1685007248243418,0.1365782814589478,0.14696531180726044,0.19836649234174564,0.2584237472915549,0.2204954157400796,0.1273421055552499,0.0796484598146451,0.11580339034263508,0.1951460572247492,0.16946115714520923,0.10102787552164874,0.07686805186779075,0.0713272372148046,RI
0.6638478164242793,0.2846024666035895,0.2443164594743353,0.22158113037251023,0.23660982385304904,0.2978605713771995,0.3708330166539602,0.3503468014944826,0.27655714522004865,0.212080958309882,0.2090018055608713,0.27103659615291276,0.2598311602909883,0.21630691883533212,0.18814099332938067,0.17122939514790847,MA
0.00532130840458447,0.05638371175497887,0.04876982074648549,0.04245194981134263,0.04121203028559685,0.04125833956969727,0.04235323884644312,0.03996447646904817,0.03492592977282038,0.03157327411165461,0.03261157596319681,0.0393587163151009,0.04563590844571736,0.04873413483203331,0.0423163317809347,0.03592725570722832,FA
0.03446047179974042,0.09940537587691547,0.08307022841108484,0.0739199257505574,0.07370023109534873,0.07785942127821918,0.08709911140371401,0.09339293474357646,0.09286507977686122,0.09141229487329744,0.08783801655690289,0.10337358834811453,0.09049456586783826,0.0809623971422694,0.07023882865940194,0.06338714914931229,GI
0.5399514621617599,0.3093396123414307,0.25566444014937767,0.2249726229212073,0.22082448312375536,0.22823450003262363,0.25466698055639386,0.2556296677355319,0.23751894116947217,0.23326990703956577,0.22168970866945284,0.24669129117936572,0.24156425860484465,0.2232813707277973,0.18225100769234603,0.14959723491133406,FR
0.39732349283058926,0.2620931848525096,0.2139963642353896,0.17908685503589689,0.17709294992642063,0.1972269069371095,0.22796892401897575,0.2247480383901772,0.21222673838367653,0.21354633073738857,0.19936973099160848,0.22867202303194836,0.23739341330670263,0.19496375982140624,0.14273389052919147,0.11179914696840396,CB
0.1761767176958995,0.21444520989885216,0.20077373626073208,0.179957983313994,0.17518729475346576,0.18185160068201756,0.2005600318317811,0.19930470093314295,0.17871282435995128,0.17733932375424433,0.19664907718716387,0.23613519740985373,0.21808596121194504,0.2070108584530793,0.18311746629887068,0.16591770675544792,PI
0.01055897485751372,0.14166208730017402,0.13027499962779665,0.1203904841502054,0.11729488594044894,0.11486622751739146,0.11173355898062004,0.102887965555941,0.09316379841643412,0.09137777953141506,0.09216875240588894,0.113652419453984,0.12073683037303864,0.1264667430385183,0.1203374418555258,0.10630192782285,BR
0.14923418226302235,0.21114151366358563,0.18330355508487917,0.16681867793552663,0.16910852340920196,0.1854220288295883,0.2138866324719648,0.2196752741565433,0.20349858565344792,0.1757750935120019,0.15592114625776343,0.1832938275748944,0.19432470221873255,0.18781340575577335,0.17529849066233044,0.13358189487249622,AR
0,0.03112360833699949,0.02579833490836753,0.02209628407020887,0.0212941887473262,0.02215686076446757,0.02525506858182398,0.02711619533924597,0.02697928570902538,0.02700382802763038,0.02739126233166734,0.03059105086183194,0.03120230263119681,0.02982015633673932,0.02427000344061145,0.01605870054633862,CR
0.16192247787603556,0.2312679909601404,0.20628684000852388,0.1914861168596638,0.18954435516190227,0.19424841027862824,0.2095051074837495,0.21563615129859848,0.20145545518267297,0.17669241979449182,0.16916971594431787,0.19358542315864177,0.20246215775265905,0.20248159648482977,0.18557358295346513,0.16486818184837174,HG
0.02788193696929562,0.1669121744058225,0.14326837672249546,0.1320259955006641,0.12913457539621706,0.12993463703404537,0.14293490098722705,0.15382353066531898,0.15054857861568977,0.14380823267070025,0.15164431109683904,0.17485278042696642,0.17929120780141292,0.17265225073122026,0.14506292247335298,0.12243610112029522,SA
0.00543343945155068,0.0907463629028928,0.11171756463723746,0.1037389377997955,0.09831922025225807,0.09942748365586083,0.10210548231171902,0.09953230934419356,0.09324007188460358,0.088544456395228,0.09771435724610492,0.11490034433967122,0.11938477581633491,0.13177438715723727,0.12033945285193098,0.10174598194138358,PV
0.3053936261338548,0.28683026336841283,0.28179192583858964,0.26564753903076055,0.27118936209082606,0.30946695183590056,0.3728810843408108,0.3827348916180432,0.3568030868522823,0.3384276561141014,0.3572531314752996,0.39656124869771303,0.37810303052142263,0.3204903705306351,0.2460543987426907,0.20921130580222233,LG
0,0.06775910888999742,0.06202431439062585,0.05871127471893229,0.05921004312719712,0.06279377326162484,0.07131690439636994,0.07886466603757657,0.08162411611519217,0.07978534409824178,0.0841472264304378,0.0932580848991404,0.0931717737442269,0.09122947913581642,0.07200989702140217,0.05276600820260718,CZ
0,0.03070038886434005,0.03439770234656695,0.03923388159345954,0.04136977971277223,0.04218053883787672,0.04191873658062212,0.04182790208678252,0.04285660465420075,0.04289653446542203,0.04398776798792572,0.04776251021587025,0.05060471043191725,0.05752024256531048,0.05146981932557031,0.03799346266988064,HV
0,0.02232475706247283,0.02741688587349008,0.02642248463940376,0.02610945572233379,0.02832814005634105,0.03136614942405677,0.03088795133069103,0.02864316226522657,0.02808824771001671,0.02957955447220211,0.0309651190364616,0.02951312401599195,0.0283199273583635,0.02431857868397344,0.01872669488551519,UC
0.06332067777461643,0.10039059521126711,0.1025965480805946,0.10268095884438158,0.10515309643811212,0.1142191335567008,0.12807030755516552,0.13233937488751604,0.12830403931279888,0.11847351209301804,0.1238202433723333,0.13578473735244506,0.13771948249077431,0.1396371998915317,0.11535036097577749,0.08945705203632515,CA
