X2016.11.02,X2016.12.01,X2017.01.01,X2017.02.01,X2017.03.01,X2017.04.01,X2017.05.01,X2017.06.01,X2017.07.01,X2017.08.01,X2017.09.01,X2017.10.01,X2017.11.01,X2017.12.01,X2018.01.01,,pt_misura$Site
0.18122468404955677,0.23300008232129188,0.15563141667203476,0.10886630186145432,0.11354064536937632,0.14941790376831657,0.18261405549874793,0.14427368330264775,0.08724561740363686,0.05977962012716139,0.05938955602752498,0.08317405774664038,0.10596405885045013,0.0917591214305363,0.06923737433494236,0.05919125154423455,RI
0.4832675240933895,0.27815885813996627,0.2240937504186699,0.1944004206759466,0.20352022918809648,0.2504352593009878,0.3285566160928494,0.35787333479492517,0.33583681895682094,0.29101143311409705,0.2871705658548179,0.3139123828225197,0.3103607333777323,0.2529255352312417,0.18153055263323847,0.1420120907388927,MA
0,0.05646205646448484,0.04685594366378026,0.04058674434688724,0.03954835046916299,0.04014919237702904,0.04304124874956053,0.04257634289770388,0.03936811854326805,0.03713226739646649,0.03834043531204747,0.04563286192448383,0.05060909673267862,0.05200631274598121,0.04116011036846127,0.03492331376736356,FA
0,0.07623433832462079,0.05946816157485295,0.05082358630388162,0.05084001226758489,0.05510892624051327,0.06756607054664708,0.07645648031779459,0.0755998386615493,0.07244875503089991,0.06986396970408286,0.07885307677284441,0.08250065538238817,0.07870221687673597,0.05903636600614961,0.04223209273302951,GI
0.5138982907905207,0.2609433915718058,0.22190411842230684,0.1998825495446667,0.19739002666341823,0.20403225264730096,0.22748064803242496,0.2314492390738635,0.22098528973970424,0.2320103962416466,0.24173539581626088,0.27526670233405465,0.26352409477039135,0.24263541592591548,0.1854030777364262,0.15312227067505185,FR
0.15515541952925843,0.1369166850841467,0.11430524908605431,0.09301453433793028,0.09106613803459578,0.10297091363528849,0.1218340036632351,0.11695479442299143,0.11114740114687896,0.11714379310004192,0.10821326262787176,0.1256473472598874,0.1270663842050663,0.09693087360690884,0.06989737230043876,0.05519434299212195,CB
0.15748489618301392,0.2343970022518856,0.2328898792217472,0.2107573672185273,0.2050649681617359,0.2095559528222372,0.22608054114053208,0.22049282058266984,0.19383818649761056,0.1793822994658963,0.19394637757254185,0.2337896785932396,0.23533669872979163,0.2299628336825746,0.21062356219494757,0.20275705168574568,PI
0.02426926578794206,0.1614428339048456,0.15146220594560406,0.13974027730084623,0.13556786519639458,0.13333772376436406,0.1306746337579217,0.11635154778531824,0.1002282986480098,0.0978108120094149,0.09907627943903208,0.1256107228094688,0.13304044397917983,0.1391453808412338,0.13622001318249088,0.1190442279778206,BR
0,0.08332309939859316,0.06673673779748898,0.05736209498711473,0.06002201460423633,0.07437484487640683,0.10379666402228464,0.11997725324139928,0.11826273936522635,0.10549233105664342,0.09123015288584808,0.09685241327329268,0.09173677774526393,0.08058775117948658,0.07040200924092305,0.0465213441539796,AR
0,0.01263915672234794,0.01038026597666358,0.00898441352323898,0.00861386601688233,0.00875843293518604,0.01021617964616448,0.0115492777853173,0.01210333303257434,0.01356185327957583,0.01342192490803196,0.0138111319627136,0.01393306678099121,0.01319333304173409,0.01118252910461114,0.0072156782737563,CR
