X2016.11.01,X2016.12.01,X2017.01.01,X2017.02.01,X2017.03.01,X2017.04.01,X2017.05.01,X2017.06.01,X2017.07.01,X2017.08.01,X2017.09.01,X2017.10.01,X2017.11.01,X2017.12.01,X2018.01.01,pt_misura$Site
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RI
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GI
0.42835335731506347,0.3783548712730408,0.3498129308223724,0.32725001573562623,0.3024129271507263,0.3054866850376129,0.33994839191436765,0.3885933518409729,0.5343742370605469,0.664877462387085,0.6709800243377686,0.4528451800346375,0.3294666767120361,0.1410709761083126,0.13667742926627396,FR
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PI
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BR
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AR
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CR
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HG
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PV
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LG
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CZ
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HV
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UC
0.3283750116825104,0.3036854863166809,0.2832580804824829,0.29361608624458313,0.3496451675891876,0.46355003118515015,0.5333226323127747,0.5281833410263062,0.48257261514663696,0.5579919815063477,0.46033334732055664,0.5501290559768677,0.504675030708313,0.3259113132953644,0.24729032814502716,CA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CO
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RO
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OB
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PR
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CP
