dist,Site
11.9700227471914,AR
20.9761243855906,BR
174.459520483464,CA
126.370820972319,CB
80.0140434576415,CO
1090.8336675842,CP
855.460922091365,CR
658.797310105622,CZ
87.6934284150402,FA
185.815228198094,FR
4.84435290138335,GI
36.2388706464215,HG
64.514961259581,HV
78.0378358922285,LG
129.509903501091,MA
29.487090469249,OB
264.480613377571,PI
9.07967217516768,PR
18.7746652515457,PV
40.8659305776826,RI
12.2663185771917,RO
71.4714845953179,SA
1232.0901628359,UC
