X2016.11.02,X2016.12.01,X2017.01.01,X2017.02.01,X2017.03.01,X2017.04.01,X2017.05.01,X2017.06.01,X2017.07.01,X2017.08.01,X2017.09.01,X2017.10.01,X2017.11.01,X2017.12.01,X2018.01.01,,pt_misura$Site
0,0.07164700522920803,0.05251731635316422,0.03625246112872111,0.03677029988581413,0.0455317475195778,0.05300070036594805,0.04684448095136567,0.03362526229925846,0.02748658674720086,0.03150067868103322,0.04625227927279315,0.05375415807295786,0.04439491062964264,0.02715059359999079,0.02033208782794597,RI
0,0.2525734432041645,0.20177660677582027,0.17346580158919095,0.1683399962261319,0.1724658016115427,0.1804531626403332,0.17326983343809843,0.15057066194713117,0.12440983578562737,0.11509596537798644,0.14436549730598927,0.16877435073256492,0.1654808297753334,0.14244435168802738,0.13046177122741937,MA
0,0.1112385834899864,0.11097956639492795,0.10477895347312802,0.10072907850900222,0.09231382153839582,0.08090809304710656,0.07178555797457063,0.06315015717354115,0.05930030596486869,0.07672350025469703,0.10711539401451035,0.10923732472361908,0.130724599961901,0.11447849045951096,0.09425529620758814,FA
0,0.01252049789440611,0.01183566268688688,0.01133512519299984,0.01094107120297849,0.01007168460637331,0.00855722183930791,0.00766397828960584,0.00754759236911518,0.00736792098420361,0.00703243710773272,0.00727611101077248,0.00782849456623403,0.00846444415057905,0.00787491031870659,0.00642204273673188,GI
0.42835335731506347,0.16617821617738196,0.14182461543302788,0.12768777185364774,0.12150601189779608,0.11155653323389982,0.11919806701572318,0.142084208366118,0.16589350488625074,0.21203038684631648,0.2642852226762395,0.304356307967713,0.21951578224175855,0.17886298071396978,0.11335330806966674,0.09013734886569803,FR
0,0.01387547882687714,0.01194605698239886,0.01150860173058592,0.01174761865210408,0.01249480247012494,0.01215240717970623,0.01106792096955663,0.0107414811904568,0.01221003562548301,0.01275985620708929,0.01412611075728717,0.01498763392575913,0.01472981457805468,0.01116236520788839,0.00922258047042608,CB
0,0.19442467548345263,0.1958682452769656,0.1932623026598441,0.1982011234136543,0.21348233859201796,0.2265538526698947,0.2062658683249825,0.18203473321505284,0.15869541181937644,0.17409660025058607,0.21568613511657245,0.2344235938630606,0.23773526204259773,0.20871051979300223,0.21928827641041657,PI
0,0.02199983492582326,0.02653963087747494,0.02857127382109562,0.02709897838178135,0.02554254916807015,0.0281815869911086,0.03263625125622466,0.03264476114972716,0.02510983035677955,0.02522442325772274,0.02597126912414318,0.02275360934436321,0.02230809473743041,0.02505038332726274,0.01384147418485511,BR
0,0.0058941921949889,0.00628828512631834,0.00631358225770159,0.0061582705943453,0.00618302197146572,0.00614017526861157,0.00586230890736547,0.00583614025718385,0.00684584015490193,0.00757062795424931,0.00791140327132062,0.00758488944388533,0.00632315765343312,0.00402156188511071,0.00303497449242154,AR
0,0.00299128844620243,0.00331256357879426,0.00327487258657224,0.00321278184358226,0.00324499141424894,0.00329947361330452,0.00331544985161408,0.00340649112446331,0.00401052623055875,0.00412835304527298,0.00360017536685949,0.00332580636083883,0.00297789468650559,0.00320526306811524,0.00172444818867676,CR
0,0.22280016511213036,0.2142643489176407,0.20879128528758883,0.2071537414332852,0.20284999480936677,0.18921216372400523,0.17346112565137445,0.17082582777366043,0.17923499438911678,0.18657467239536343,0.21030899262987077,0.22853354141116144,0.25043399184942244,0.24425273439846937,0.225703860912472,HG
0,0.20661551181951332,0.18759211085529792,0.17394497793995672,0.1675490037434631,0.16106307817002138,0.17970481059617466,0.20643368694517347,0.2226564751731025,0.23612293414771557,0.2485618222918775,0.27507444181376034,0.27033243007544017,0.23968202993273735,0.1818042964571052,0.14207454874283737,SA
0,0.08303466213769034,0.09073633024174917,0.08104261290282011,0.07224999868163937,0.06812410703615139,0.07001491131162957,0.07486807912784188,0.07382947309432845,0.06547707887856584,0.06984346208015554,0.07659631325422149,0.07871205173432827,0.09927280661404918,0.09962648372656029,0.06836892873980105,PV
0,0.29258077910968233,0.2815795625959124,0.2561133596159163,0.25774183017866953,0.2970832458564213,0.3665431624367124,0.37004884013107847,0.3314925304480961,0.30583393822113675,0.31827756727025625,0.35460586633001057,0.342389851808548,0.2953585677203678,0.24282149899573552,0.20899892066206252,LG
