X2016.11.02,X2016.12.01,X2017.01.01,X2017.02.01,X2017.03.01,X2017.04.01,X2017.05.01,X2017.06.01,X2017.07.01,X2017.08.01,X2017.09.01,X2017.10.01,X2017.11.01,X2017.12.01,X2018.01.01,,pt_misura$Site
0.05620476603507995,0.1410702716682955,0.08587472184997381,0.05699436381294191,0.06173177984767133,0.08892988713599648,0.11244906928048388,0.08657121029387735,0.05567957660702022,0.04404732449381034,0.04703764665188103,0.06804565197634924,0.0824157593807182,0.0666359894543509,0.0409215179101057,0.03010502159659039,RI
0.2680052738440664,0.28707824282061595,0.22300756237923336,0.18633552031734815,0.18366959285086543,0.20322902684505936,0.2471696517119805,0.2669513595218842,0.2463683698039789,0.2182210041448856,0.22682575800288943,0.2613856769525088,0.2627899859769222,0.2204035413570893,0.1654822538391902,0.13365086478491625,MA
0,0.0525106229265598,0.05088160261260094,0.04691416644680037,0.04487248887213551,0.04144559597055352,0.03759580979326651,0.03583944952820397,0.03320878289967958,0.03071556158160878,0.03651316369241859,0.04760716094185498,0.04940662465398074,0.05734391736582069,0.052350957330369,0.04373548257720087,FA
0,0.03225749937701039,0.02654701533465413,0.02311048313495121,0.0225058028998319,0.02321907226578332,0.02400854118168354,0.02276241862855386,0.02107295773457735,0.01977963658428052,0.01927407212206162,0.0215035827975953,0.02421205577702494,0.02612487451406196,0.02316536239668494,0.01493423359152075,GI
0.3424904942512512,0.16328176392125898,0.13882374683162196,0.12250084402039647,0.11487218431429938,0.10642608582274989,0.11539274730021136,0.14362019856926053,0.1752417031559162,0.22433446981012825,0.24903765430208297,0.2616744941333309,0.1946440266096033,0.16973245479166507,0.12687576343887486,0.10729390919732396,FR
0,0.03303413253492687,0.02858440105617635,0.02101780267035286,0.0197084987555598,0.02176733308433425,0.02524978853292436,0.02525173492452993,0.02523413421331958,0.02638881084512141,0.02463891328963793,0.02663042145049294,0.02999979472288838,0.02665046348878996,0.01781229039776998,0.01481812951086668,CB
0.03905555747804187,0.19900645471076317,0.19665234168146695,0.18020236315691984,0.17623082801472703,0.18149354487445343,0.1903447205247947,0.1844496073457707,0.1690053541008442,0.15389227956390492,0.16707990602059644,0.1896018087598672,0.19712273883220705,0.20254459531235072,0.17724601394950731,0.1723204115700401,PI
0,0.07940547929431957,0.07947898869856428,0.07030967491058011,0.06512119815660974,0.06007199995936109,0.05353294738914627,0.05029387824619428,0.04833922931888642,0.04676224017300857,0.04867133870720863,0.058713502328222,0.06723068497525767,0.07919427058480394,0.077607276965864,0.06665210722544893,BR
0,0.02712836131049698,0.02333979763452589,0.02069278162389309,0.0203941066727566,0.02208955585956573,0.02823962429956737,0.03135391078449175,0.03033429120041546,0.03069104769092518,0.02921173303620889,0.03033104095957241,0.0293660877214279,0.02985462417491362,0.03019999919119414,0.01699512062302801,AR
0,0.00679978423195279,0.00710693531736978,0.00640044341544125,0.00589508914781617,0.00544967726236791,0.00531458320365345,0.00532056441479653,0.00577691650103891,0.00756358851067489,0.00849112880241591,0.00825949981153826,0.00835088687163079,0.00774124981144268,0.00672564493906975,0.00390403216488266,CR
0.1581809605870928,0.2282902099297644,0.21847922699234917,0.21234527772758155,0.21344311815337275,0.2196727766189724,0.2256228276295587,0.22597511460771785,0.22125520280678757,0.20706084089470095,0.20343592292047105,0.22677095184335488,0.22844418780878187,0.22643186879868157,0.21475696940906347,0.2009814859489779,HG
0,0.1953357597036908,0.1658398639291334,0.14853117901545304,0.14421048134756395,0.14345797805640942,0.17121615088902986,0.20154449408157513,0.21263392510800025,0.2162371746574839,0.22191628942695948,0.24370148995270333,0.245513765165248,0.22301614864800984,0.1743036760494877,0.14307228721773776,SA
0,0.0779525842575822,0.09517423176730518,0.08716572362463922,0.08375950673944317,0.08849838484311476,0.09562474824488162,0.09561136822449044,0.08493541455245576,0.0736639494774863,0.07914923159405589,0.08630920620053076,0.090318424225552,0.1039941225084476,0.08753733656776604,0.07145209553418681,PV
0.21232168078422547,0.33613633658540876,0.3260733366600777,0.30329570527139466,0.30575549141748953,0.3418413311439125,0.3958273137870588,0.38432868452448593,0.346595342222013,0.3285316122009566,0.3506020725165543,0.4003106479189898,0.410442137404492,0.3695095085391873,0.29663602850939097,0.255084161940766,LG
0,0.04012930896778925,0.03303810407542187,0.02906088655872736,0.03151182934388998,0.03973737756704167,0.04838353993691271,0.0491866118463804,0.04800620742953469,0.04937249876238638,0.05586995835328708,0.06170445785974152,0.0601941515986482,0.05072495724380133,0.03245794236327128,0.02151270080570384,CZ
0,0.01694212090550064,0.01794246568521044,0.02008297239449405,0.02324782927469273,0.0261845236295985,0.02235476773518102,0.01683589170071299,0.01740426136345803,0.02348064458811113,0.02782400917700975,0.03123151825238431,0.03823678990490027,0.05026139083680921,0.03906492381120879,0.02914140385938838,HV
0,0.0105224789438557,0.01498456477464612,0.01531110625456918,0.0141174047743265,0.01300449121767018,0.01187805873430275,0.01022241699637895,0.00895767908136631,0.00987974651558678,0.01151706791140987,0.01149632885191542,0.01097921577585813,0.01188679290250167,0.01189158808957944,0.00915671679228315,UC
0.120576673746109,0.1674932735066572,0.1605781916973971,0.14221334801338426,0.1420433496278298,0.16494266683076614,0.201695775923384,0.22128129439852848,0.22033666127915436,0.20165266986653396,0.21021224534186192,0.227566955416593,0.2335610816408467,0.23036712466826065,0.1606727610032746,0.11624548590798786,CA
0,0.03516365927853025,0.03988961873946186,0.04871124807052696,0.05274345154444185,0.05901050313901251,0.07456486992752896,0.08836873358366294,0.08841384454773596,0.07702406847443527,0.07433258642991766,0.08570367275164105,0.07182832752079822,0.05655076742793123,0.04834590437344442,0.03705004023467131,CO
0,0.08506703296812096,0.08595647150961061,0.0899329433341821,0.0984838545198242,0.11723242719347278,0.1581925300687241,0.18762115725587744,0.18808812981907977,0.17007720078962543,0.1561172860286509,0.15065230717572073,0.15054481268084297,0.15887608505455622,0.1402675230789464,0.10390309376389877,RO
0,0.058895066431893,0.05894773270746198,0.06043115415745945,0.07154023297841343,0.09370457064036186,0.1207704617453244,0.13502886495479277,0.13986079800650006,0.13847259814626997,0.13827337374132645,0.1474667048270378,0.1509647578048178,0.13434750685185382,0.08142894890182946,0.05820604182685478,OB
0.21949825788799085,0.17319040331028354,0.17316980603246543,0.17269089765837775,0.1858085116896874,0.23331087070684403,0.31256845416739965,0.28058882454075873,0.17296089286892077,0.12129747436549036,0.1347678211541512,0.25673033547802615,0.29550073742388916,0.26519768642118347,0.20335206168536576,0.16040512503315815,PR
